Frequency (MHz),Intensity,Center Freq,Cavity Position
11804.15,1.4901200302119832e-05,11814.0,20.109620225570048
11804.2,1.1239071682211943e-05,,
11804.25,1.123881338571664e-05,,
11804.3,1.755354242050089e-05,,
11804.35,8.944908586272504e-06,,
11804.4,1.1690194696711842e-05,,
11804.45,3.1283812859328464e-05,,
11804.5,4.002751302323304e-05,,
11804.55,2.8054837457602844e-05,,
11804.6,1.4571724932466168e-05,,
11804.65,1.4865559933241457e-05,,
11804.7,3.4361805774096865e-06,,
11804.75,1.6596326531725936e-05,,
11804.8,1.9157439965056255e-05,,
11804.85,2.6535582946962677e-05,,
11804.9,3.193000520695932e-05,,
11804.95,5.027978841098957e-05,,
11805.0,6.910297088325024e-05,,
11805.05,6.887670315336436e-05,,
11805.1,4.9204343667952344e-05,,
11805.15,2.6201707441941835e-05,,
11805.2,2.2090609490987845e-05,,
11805.25,2.9961072868900374e-05,,
11805.3,3.129965261905454e-05,,
11805.35,2.1296540580806322e-05,,
11805.4,1.5190005797194317e-05,,
11805.45,1.772587711457163e-05,,
11805.5,1.4243893019738607e-05,,
11805.55,2.8012114853481762e-05,,
11805.6,3.503563129925169e-05,,
11805.65,1.4918052329448983e-05,,
11805.7,5.45298780707526e-06,,
11805.75,9.934894478647038e-06,,
11805.8,8.932937817007769e-06,,
11805.85,7.864279723435175e-06,,
11805.9,1.1794886631832924e-05,,
11805.95,1.675134444667492e-05,,
11806.0,1.64147095347289e-05,,
11806.05,9.847052751865704e-06,,
11806.1,2.5146691768895835e-05,,
11806.15,3.822249345830642e-05,,
11806.2,2.299675725225825e-05,,
11806.25,9.697870154923294e-06,,
11806.3,2.774693348328583e-05,,
11806.35,2.789657264656853e-05,,
11806.4,1.3371952263696585e-05,,
11806.45,9.749845958140213e-06,,
11806.5,1.6532017980352975e-05,,
11806.55,2.6473329853615724e-05,,
11806.6,3.606965037761256e-05,,
11806.65,3.471189484116621e-05,,
11806.7,3.6517729313345626e-05,,
11806.75,2.131933615601156e-05,,
11806.8,2.1667547116521746e-05,,
11806.85,2.807207238220144e-05,,
11806.9,8.943776265368797e-06,,
11806.95,2.545383722463157e-05,,
11807.0,2.3041535314405337e-05,,
11807.05,1.1693403394019697e-05,,
11807.1,1.4346893294714391e-05,,
11807.15,2.8058853786205873e-05,,
11807.2,3.4723248973023146e-05,,
11807.25,3.5012333682971075e-05,,
11807.3,2.6534336939221248e-05,,
11807.35,8.259273272415157e-06,,
11807.4,1.3296349607117008e-05,,
11807.45,4.303963578422554e-06,,
11807.5,3.1889197998680174e-05,,
11807.55,4.085964246769436e-05,,
11807.6,2.2256592274061404e-05,,
11807.65,5.04078980156919e-06,,
11807.7,1.5785037248861045e-05,,
11807.75,2.5200079107889906e-05,,
11807.8,1.1177148735441733e-05,,
11807.85,5.127720578457229e-05,,
11807.9,7.345466292463243e-05,,
11807.95,5.628601502394304e-05,,
11808.0,3.3646098017925397e-05,,
11808.05,2.7905569368158467e-05,,
11808.1,2.0555575247271918e-05,,
11808.15,2.6779125619214028e-05,,
11808.2,1.3042649698036257e-05,,
11808.25,2.7846752345794812e-05,,
11808.3,7.26206271792762e-05,,
11808.35,9.012591908685863e-05,,
11808.4,7.781956082908437e-05,,
11808.45,5.980753485346213e-05,,
11808.5,5.2062536269659176e-05,,
11808.55,4.621995321940631e-05,,
11808.6,3.5938275686930865e-05,,
11808.65,5.120158311910927e-05,,
11808.7,6.807862519053742e-05,,
11808.75,5.277566742734052e-05,,
11808.8,1.2022544069623109e-05,,
11808.85,3.160155029036105e-05,,
11808.9,6.774052599212155e-05,,
11808.95,8.90794544829987e-05,,
11809.0,8.956494275480509e-05,,
11809.05,6.209392449818552e-05,,
11809.1,1.1142737093905453e-05,,
11809.15,5.940809933235869e-05,,
11809.2,7.095606997609138e-05,,
11809.25,3.6575122067006305e-05,,
11809.3,2.67934228759259e-05,,
11809.35,4.282321242499165e-05,,
11809.4,4.8781061195768416e-05,,
11809.45,4.0634120523463935e-05,,
11809.5,5.714731014450081e-05,,
11809.55,8.93619071575813e-05,,
11809.6,0.00011377557530067861,,
11809.65,9.787355520529673e-05,,
11809.7,5.845407576998696e-05,,
11809.75,3.117165761068463e-05,,
11809.8,1.0783553079818375e-05,,
11809.85,8.620574226370081e-05,,
11809.9,0.00015314943448174745,,
11809.95,0.000161145901074633,,
11810.0,0.00011795924365287647,,
11810.05,0.00010173141345148906,,
11810.1,0.00013077900803182274,,
11810.15,0.00012735692143905908,,
11810.2,8.133937080856413e-05,,
11810.25,3.1038434826768935e-05,,
11810.3,2.333990232727956e-05,,
11810.35,6.76138952258043e-05,,
11810.4,0.0001261626894120127,,
11810.45,0.0001454847224522382,,
11810.5,0.00012200171477161348,,
11810.55,7.158669177442789e-05,,
11810.6,2.0148998373770155e-05,,
11810.65,6.737703370163217e-05,,
11810.7,5.670797327184118e-05,,
11810.75,4.760467345477082e-05,,
11810.8,5.8923978940583766e-05,,
11810.85,5.253471317701042e-05,,
11810.9,5.8493646065471694e-05,,
11810.95,0.00014829623978585005,,
11811.0,0.0001713219244265929,,
11811.05,0.00011722648196155205,,
11811.1,2.8042035410180688e-05,,
11811.15,4.834446372115053e-05,,
11811.2,6.154124275781214e-05,,
11811.25,2.96392372547416e-05,,
11811.3,6.449435750255361e-05,,
11811.35,6.0873833717778325e-05,,
11811.4,7.434852705046069e-06,,
11811.45,4.598972373059951e-05,,
11811.5,2.9405346140265465e-05,,
11811.55,9.812774806050584e-05,,
11811.6,0.00010085305257234722,,
11811.65,5.4126976465340704e-05,,
11811.7,5.458786472445354e-05,,
11811.75,6.283483526203781e-05,,
11811.8,3.06038637063466e-05,,
11811.85,0.00010715040843933821,,
11811.9,0.00015462662850040942,,
11811.95,0.00015928363427519798,,
11812.0,0.00013867289817426354,,
11812.05,9.103821503231302e-05,,
11812.1,5.787834743387066e-05,,
11812.15,6.602874782402068e-05,,
11812.2,5.8234232710674405e-05,,
11812.25,6.282018875936046e-05,,
11812.3,7.793358236085624e-05,,
11812.35,4.0588762203697115e-05,,
11812.4,4.880415872321464e-05,,
11812.45,7.917812035884708e-05,,
11812.5,4.6621807996416464e-05,,
11812.55,4.7523844841634855e-05,,
11812.6,8.33564845379442e-05,,
11812.65,8.617134153610095e-05,,
11812.7,5.0985883717658e-05,,
11812.75,4.5195854909252375e-05,,
11812.8,4.994723713025451e-05,,
11812.85,2.6362751668784767e-05,,
11812.9,6.852662045275792e-05,,
11812.95,0.0001138981242547743,,
11813.0,5.183507164474577e-05,,
11813.05,5.519192200154066e-05,,
11813.1,8.30236604087986e-05,,
11813.15,3.386526441317983e-05,,
11813.2,3.726384602487087e-05,,
11813.25,6.734318594681099e-05,,
11813.3,7.583369733765721e-05,,
11813.35,6.718700024066493e-05,,
11813.4,6.361155828926712e-05,,
11813.45,5.229841190157458e-05,,
11813.5,2.9145267035346478e-05,,
11813.55,4.788008027389878e-06,,
11813.6,2.0311108528403565e-05,,
11813.65,2.8684667995548807e-05,,
11813.7,9.244486864190549e-05,,
11813.75,9.816665988182649e-05,,
11813.8,7.355939305853099e-05,,
11813.85,8.040582906687632e-05,,
11813.9,9.64391219895333e-05,,
11813.95,0.00010033688886323944,,
11814.0,8.68747229105793e-05,,
11814.05,4.790618550032377e-05,,
11814.1,4.065062603331171e-05,,
11814.15,6.70915687805973e-05,,
11814.2,7.91087732068263e-05,,
11814.25,4.8159425205085427e-05,,
11814.3,4.114830881007947e-05,,
11814.35,1.3247261449578218e-05,,
11814.4,8.567694021621719e-05,,
11814.45,0.00010343413305236027,,
11814.5,6.008748823660426e-05,,
11814.55,5.4623305913992226e-05,,
11814.6,0.00011300590267637745,,
11814.65,0.00010367194772697985,,
11814.7,7.232913776533678e-05,,
11814.75,5.5315205827355385e-05,,
11814.8,5.706521187676117e-05,,
11814.85,8.583000453654677e-05,,
11814.9,7.488151459256187e-05,,
11814.95,0.00010473453585291281,,
11815.0,0.00012679606152232736,,
11815.05,7.860343612264842e-05,,
11815.1,3.4574979508761317e-05,,
11815.15,2.2228357920539565e-05,,
11815.2,2.005482565436978e-05,,
11815.25,7.268257468240336e-05,,
11815.3,0.0001554886403027922,,
11815.35,0.0001542935351608321,,
11815.4,9.088115621125326e-05,,
11815.45,6.939483137102798e-05,,
11815.5,6.347015732899308e-05,,
11815.55,5.8238285419065505e-05,,
11815.6,2.9168491892050952e-05,,
11815.65,3.8214238884393126e-05,,
11815.7,7.684506272198632e-05,,
11815.75,3.963193012168631e-05,,
11815.8,2.799162575684022e-05,,
11815.85,6.805044540669769e-05,,
11815.9,0.00010315264080418274,,
11815.95,8.365971007151529e-05,,
11816.0,2.375526491960045e-05,,
11816.05,5.619922740152106e-05,,
11816.1,8.10209967312403e-05,,
11816.15,6.0079237300669774e-05,,
11816.2,7.66413450037362e-06,,
11816.25,7.510952127631754e-05,,
11816.3,0.00010325601760996506,,
11816.35,0.0001056090259226039,,
11816.4,0.00010338224819861352,,
11816.45,7.318730058614165e-05,,
11816.5,2.0292543922550976e-05,,
