Frequency (MHz),Intensity,Center Freq,Cavity Position
12030.65,1.8562011973699555e-05,12040.5,25.729233168775608
12030.7,5.7688062042871024e-06,,
12030.75,1.706120565359015e-05,,
12030.8,1.6968291674857028e-05,,
12030.85,4.7007956709421705e-06,,
12030.9,1.8615690350998193e-05,,
12030.95,3.27227171510458e-05,,
12031.0,3.2433563319500536e-05,,
12031.05,1.870771848189179e-05,,
12031.1,5.2634431995102204e-06,,
12031.15,3.643835043476429e-06,,
12031.2,1.0788477993628476e-05,,
12031.25,2.2248159439186566e-05,,
12031.3,2.9339980756049044e-05,,
12031.35,2.411360947007779e-05,,
12031.4,2.2987533156992868e-05,,
12031.45,3.1075862352736294e-05,,
12031.5,3.459288927842863e-05,,
12031.55,2.6948533559334464e-05,,
12031.6,1.3623131962958723e-05,,
12031.65,6.267025128181558e-06,,
12031.7,1.3012044291826896e-05,,
12031.75,3.101288893958554e-05,,
12031.8,3.846248364425264e-05,,
12031.85,3.6416680813999847e-05,,
12031.9,2.7778714866144583e-05,,
12031.95,1.2762359801854473e-05,,
12032.0,1.1629488653852604e-05,,
12032.05,2.632450377859641e-05,,
12032.1,3.821247810265049e-05,,
12032.15,5.069525650469586e-05,,
12032.2,6.210451829247177e-05,,
12032.25,5.382095696404576e-05,,
12032.3,3.652150553534739e-05,,
12032.35,3.0463035727734677e-05,,
12032.4,3.292512701591477e-05,,
12032.45,2.2424150301958434e-05,,
12032.5,4.6822089643683285e-05,,
12032.55,5.1655468269018456e-05,,
12032.6,2.6624653401086107e-05,,
12032.65,2.810632395267021e-06,,
12032.7,7.192207249318017e-06,,
12032.75,7.1185622800840065e-06,,
12032.8,2.2604260152547795e-07,,
12032.85,1.583913035574369e-05,,
12032.9,3.589943298720755e-05,,
12032.95,4.355667260824703e-05,,
12033.0,2.671763468242716e-05,,
12033.05,3.0246130336308852e-05,,
12033.1,5.1423867262201384e-05,,
12033.15,4.659389378502965e-05,,
12033.2,3.09576207655482e-05,,
12033.25,2.0155384845566005e-05,,
12033.3,1.5515393897658214e-05,,
12033.35,2.202860741817858e-05,,
12033.4,2.6850198992178775e-05,,
12033.45,2.903552376665175e-05,,
12033.5,3.190842835465446e-05,,
12033.55,3.364708027220331e-05,,
12033.6,2.5550292775733396e-05,,
12033.65,1.1240312232985161e-05,,
