Frequency (MHz),Intensity,Center Freq,Cavity Position
12018.15,1.063213585439371e-05,12028.0,25.42113657616991
12018.2,9.024703899740416e-07,,
12018.25,6.149718046799535e-06,,
12018.3,1.2133808922953904e-05,,
12018.35,2.5634757548687048e-05,,
12018.4,3.0269053240772337e-05,,
12018.45,1.776092358340975e-05,,
12018.5,2.566503553680377e-06,,
12018.55,1.3001666047784965e-05,,
12018.6,1.4051495782041457e-05,,
12018.65,1.83964421012206e-05,,
12018.7,4.378077937872149e-05,,
12018.75,6.853297963971272e-05,,
12018.8,5.4499203542945907e-05,,
12018.85,1.6693449651938863e-05,,
12018.9,2.136379225703422e-05,,
12018.95,2.465797842887696e-05,,
12019.0,1.958512257260736e-05,,
12019.05,1.211699600389693e-05,,
12019.1,1.0119574653799646e-05,,
12019.15,1.5092336070665624e-05,,
12019.2,9.885329745884519e-06,,
12019.25,1.8287122657056898e-05,,
12019.3,5.1721654017455876e-05,,
12019.35,6.281699461396784e-05,,
12019.4,5.449744639918208e-05,,
12019.45,5.157456689630635e-05,,
12019.5,4.8203721235040575e-05,,
12019.55,4.123189501115121e-05,,
12019.6,4.107280255993828e-05,,
12019.65,3.773443677346222e-05,,
12019.7,2.793854582705535e-05,,
12019.75,1.9384324332349934e-05,,
12019.8,2.0492248950176872e-05,,
12019.85,2.679338285815902e-05,,
12019.9,2.2247229935601354e-05,,
12019.95,1.5678577256039716e-05,,
12020.0,1.5018531485111453e-05,,
12020.05,2.676890835573431e-05,,
12020.1,2.9691142117371783e-05,,
12020.15,4.380639438750222e-05,,
12020.2,5.6601045798743144e-05,,
12020.25,5.4241656471276656e-05,,
12020.3,4.4338561565382406e-05,,
12020.35,3.599401316023432e-05,,
12020.4,2.725612102949526e-05,,
12020.45,1.831419467634987e-05,,
12020.5,1.5065133084135596e-05,,
12020.55,2.4372446205234155e-05,,
12020.6,3.317667142255232e-05,,
12020.65,3.0243905712268315e-05,,
12020.7,1.8652939616004005e-05,,
12020.75,1.4545327076120884e-06,,
12020.8,1.4572843610949349e-05,,
12020.85,1.9625393179012462e-05,,
12020.9,1.4955824553908315e-05,,
12020.95,1.55258003360359e-05,,
12021.0,3.4861961466958746e-05,,
12021.05,3.4018929000012577e-05,,
12021.1,1.8409218682791106e-05,,
12021.15,3.877760536852293e-05,,
12021.2,3.190779170836322e-05,,
12021.25,1.6504911400261335e-05,,
12021.3,3.9706515963189304e-05,,
12021.35,4.9106511141872033e-05,,
12021.4,3.745158028323203e-05,,
12021.45,1.7621614460949786e-05,,
12021.5,2.2551879737875424e-05,,
12021.55,1.896177673188504e-05,,
12021.6,1.855508344306145e-05,,
12021.65,3.602563083404675e-05,,
12021.7,3.320442192489281e-05,,
12021.75,2.0467274225666188e-05,,
12021.8,1.374062594550196e-05,,
12021.85,1.1931616427318659e-05,,
12021.9,1.60295057867188e-05,,
12021.95,1.9058246834902093e-05,,
12022.0,1.3874871001462452e-05,,
12022.05,7.470356194971828e-06,,
12022.1,5.698247150576208e-06,,
12022.15,1.2020476788165979e-05,,
12022.2,1.3410553037829231e-05,,
12022.25,1.06750167105929e-05,,
12022.3,1.4960784938011784e-05,,
12022.35,4.047737547807628e-06,,
12022.4,1.404682916472666e-05,,
12022.45,1.7024605767801404e-05,,
12022.5,3.4324075386393815e-05,,
12022.55,6.721304089296609e-05,,
12022.6,6.783891149098054e-05,,
12022.65,2.3677574063185602e-05,,
12022.7,2.078177385556046e-05,,
12022.75,2.1031206415500492e-05,,
12022.8,4.6323541027959436e-05,,
12022.85,5.9781523304991424e-05,,
12022.9,4.343467662693001e-05,,
12022.95,4.451745189726353e-05,,
12023.0,5.91076459386386e-05,,
12023.05,6.811005005147308e-05,,
12023.1,6.764876161469147e-05,,
12023.15,5.5297641665674746e-05,,
12023.2,3.6022400308866054e-05,,
12023.25,4.3733765778597444e-05,,
12023.3,4.127868669456802e-05,,
12023.35,2.642954495968297e-05,,
12023.4,4.453958899830468e-05,,
12023.45,2.3195358153316192e-05,,
12023.5,3.935634231311269e-05,,
12023.55,6.27090921625495e-05,,
12023.6,4.86761455249507e-05,,
12023.65,4.300121509004384e-05,,
12023.7,5.95262972638011e-05,,
12023.75,0.00010667251626728103,,
12023.8,0.00013647711602970958,,
12023.85,0.00012259621871635318,,
12023.9,7.70028491388075e-05,,
12023.95,5.306855746312067e-05,,
12024.0,5.133470767759718e-05,,
12024.05,6.14253349340288e-06,,
12024.1,5.5083539336919785e-05,,
12024.15,9.087497892323881e-05,,
12024.2,0.00011208808427909389,,
12024.25,0.00011555050878087059,,
12024.3,9.960306488210335e-05,,
12024.35,7.404274947475642e-05,,
12024.4,4.883990186499432e-05,,
12024.45,6.592889258172363e-05,,
12024.5,5.920382682234049e-05,,
12024.55,1.941792288562283e-05,,
12024.6,5.939263792242855e-05,,
12024.65,6.108421803219244e-05,,
12024.7,2.5926923626684584e-05,,
12024.75,2.1326181013137102e-05,,
12024.8,2.2551337679033168e-05,,
12024.85,1.1641120181593578e-05,,
12024.9,5.132882506586611e-05,,
12024.95,7.715058018220589e-05,,
12025.0,6.925808702362701e-05,,
12025.05,2.4654817025293596e-05,,
12025.1,2.4660368580953218e-05,,
12025.15,4.384511703392491e-05,,
12025.2,5.772202348452993e-05,,
12025.25,8.916381193557754e-05,,
12025.3,0.00012298514775466174,,
12025.35,0.00013084910460747778,,
12025.4,0.00011690263636410236,,
12025.45,9.414837404619902e-05,,
12025.5,5.065660661784932e-05,,
12025.55,4.1561648686183617e-05,,
12025.6,6.632207805523649e-05,,
12025.65,7.702336006332189e-05,,
12025.7,5.385766053223051e-05,,
12025.75,3.066818680963479e-05,,
12025.8,8.932154014473781e-05,,
12025.85,9.190692071570083e-05,,
12025.9,5.675293868989684e-05,,
12025.95,4.088402056368068e-05,,
12026.0,3.165324960718863e-05,,
12026.05,2.2049123799661174e-05,,
12026.1,1.8113767509930767e-05,,
12026.15,2.3562059141113423e-05,,
12026.2,3.373009167262353e-05,,
12026.25,8.460471144644544e-05,,
12026.3,0.00014039615052752197,,
12026.35,0.0001287944323848933,,
12026.4,5.705131479771808e-05,,
12026.45,7.622153498232365e-05,,
12026.5,7.890095002949238e-05,,
12026.55,3.081703107454814e-05,,
12026.6,1.1166747754032258e-05,,
12026.65,1.976640305656474e-05,,
12026.7,3.4523192880442366e-05,,
12026.75,5.4080552217783406e-05,,
12026.8,5.888919622520916e-05,,
12026.85,4.459792035049759e-05,,
12026.9,1.554245682200417e-05,,
12026.95,2.7376294383429922e-05,,
12027.0,2.2692531274515204e-05,,
12027.05,1.0429183930682484e-05,,
12027.1,1.6043353753047995e-05,,
12027.15,2.976443101943005e-05,,
12027.2,5.0561142415972427e-05,,
12027.25,8.039995736908168e-05,,
12027.3,6.735468923579901e-05,,
12027.35,2.8459577151807025e-05,,
12027.4,1.2413236618158408e-05,,
12027.45,5.5959167184482794e-06,,
12027.5,3.461492815404199e-05,,
12027.55,7.321193697862327e-05,,
12027.6,9.426668111700565e-05,,
12027.65,8.30635181046091e-05,,
12027.7,3.4990080166608095e-05,,
12027.75,3.859977732645348e-05,,
12027.8,8.518127287970856e-05,,
12027.85,6.361887790262699e-05,,
12027.9,1.1583584637264721e-05,,
12027.95,4.287481351639144e-05,,
12028.0,5.9162237448617816e-05,,
12028.05,1.8289629224454984e-05,,
12028.1,6.583095819223672e-05,,
12028.15,0.0001241743448190391,,
12028.2,0.00012142695049988106,,
12028.25,8.474801143165678e-05,,
12028.3,7.500165520468727e-05,,
12028.35,8.991297363536432e-05,,
12028.4,9.494827099842951e-05,,
12028.45,6.299096276052296e-05,,
12028.5,1.8587375961942598e-05,,
12028.55,9.365668120153714e-06,,
12028.6,2.0331257474026643e-05,,
12028.65,4.784596603712998e-05,,
12028.7,7.714292587479576e-05,,
12028.75,6.677965575363487e-05,,
12028.8,2.399317963863723e-05,,
12028.85,3.277051655459218e-05,,
12028.9,5.855859853909351e-05,,
12028.95,7.160756649682298e-05,,
12029.0,4.894153607892804e-05,,
12029.05,4.525904660113156e-05,,
12029.1,8.745072409510612e-05,,
12029.15,9.470928489463404e-05,,
12029.2,0.00012402067659422755,,
12029.25,0.0001211292837979272,,
12029.3,7.966414705151692e-05,,
12029.35,5.083473661215976e-05,,
12029.4,4.110744339413941e-05,,
12029.45,3.2690273656044155e-05,,
12029.5,3.219203790649772e-05,,
12029.55,3.449340147199109e-05,,
12029.6,3.1884705094853416e-05,,
12029.65,5.9535494074225426e-05,,
12029.7,7.378502778010443e-05,,
12029.75,4.184944191365503e-05,,
12029.8,3.600106720114127e-05,,
12029.85,0.00010669057519407943,,
12029.9,0.00012245976540725678,,
12029.95,9.793536446522921e-05,,
12030.0,5.245982902124524e-05,,
12030.05,1.257675830856897e-05,,
12030.1,5.502718340721913e-05,,
12030.15,6.507456419058144e-05,,
12030.2,7.372009713435546e-05,,
12030.25,7.758022547932342e-05,,
12030.3,5.748236071667634e-05,,
12030.35,3.555594594217837e-05,,
12030.4,6.823185685789213e-05,,
12030.45,6.496968126157299e-05,,
12030.5,5.438400694401935e-05,,
12030.55,5.6176100770244375e-05,,
12030.6,2.207921352237463e-05,,
12030.65,5.081102062831633e-05,,
12030.7,9.788146417122334e-05,,
12030.75,9.207930270349607e-05,,
12030.8,5.9738576965173706e-05,,
12030.85,4.0727463783696294e-05,,
12030.9,6.340097024803981e-05,,
12030.95,9.457623673370108e-05,,
12031.0,0.00011060017277486622,,
12031.05,9.708526340546086e-05,,
12031.1,5.0067665142705664e-05,,
12031.15,3.3526852348586544e-05,,
