Frequency (MHz),Intensity,Center Freq,Cavity Position
11790.15,2.762368785624858e-05,11800.0,19.753037107767057
11790.2,1.4176088370732032e-05,,
11790.25,2.0834051611018367e-05,,
11790.3,2.4507422494934872e-05,,
11790.35,1.7405203834641725e-05,,
11790.4,1.6840529497130774e-05,,
11790.45,2.7172833142685704e-05,,
11790.5,3.48167959600687e-05,,
11790.55,3.8079044315963984e-05,,
11790.6,2.7304564355290495e-05,,
11790.65,2.5287619791924953e-05,,
11790.7,2.6192847144557163e-05,,
11790.75,2.7679292543325573e-05,,
11790.8,3.3371801691828296e-05,,
11790.85,6.522015155496774e-06,,
11790.9,3.0136106943245977e-05,,
11790.95,3.649151767604053e-05,,
11791.0,2.194804255850613e-05,,
11791.05,1.3848968592355959e-05,,
11791.1,1.0903643669735175e-05,,
11791.15,1.2815100490115583e-05,,
11791.2,1.0531420230108779e-05,,
11791.25,1.1740260561055038e-05,,
11791.3,2.3956847144290805e-05,,
11791.35,2.009491072385572e-05,,
11791.4,3.3361407076881733e-06,,
11791.45,2.3479473384213634e-05,,
11791.5,3.953036502934992e-05,,
11791.55,4.587125658872537e-05,,
11791.6,4.412481575855054e-05,,
11791.65,4.3419087887741625e-05,,
11791.7,4.6600591304013506e-05,,
11791.75,4.81716706417501e-05,,
11791.8,4.572268153424375e-05,,
11791.85,3.798219404416159e-05,,
11791.9,2.853495789167937e-05,,
11791.95,1.9234172214055434e-05,,
11792.0,1.6103640518849716e-05,,
11792.05,1.7676495190244168e-05,,
11792.1,1.364818945148727e-05,,
11792.15,6.113381004979601e-06,,
11792.2,6.341702373902081e-06,,
11792.25,9.217716979037505e-06,,
11792.3,1.7584790839464404e-05,,
11792.35,9.21954597288277e-06,,
11792.4,2.1011730495956726e-05,,
11792.45,2.529696939745918e-05,,
11792.5,1.5011680261522997e-05,,
11792.55,1.284566769754747e-05,,
11792.6,1.8849021216738038e-05,,
11792.65,2.550527460698504e-05,,
11792.7,2.496155138942413e-05,,
11792.75,3.533996277838014e-05,,
11792.8,4.6521970944013447e-05,,
11792.85,3.3559463190613315e-05,,
11792.9,2.190691520809196e-05,,
11792.95,2.4843304345267825e-05,,
11793.0,2.0094519641133957e-05,,
11793.05,6.3359411797137e-06,,
11793.1,2.180507726734504e-05,,
11793.15,3.058558650081977e-05,,
11793.2,2.06415425054729e-05,,
11793.25,3.4479767236916814e-06,,
11793.3,1.1907010957656894e-05,,
11793.35,1.6684925867593847e-05,,
11793.4,4.3665939301718026e-05,,
11793.45,6.744446000084281e-05,,
11793.5,6.748679152224213e-05,,
11793.55,6.221744843060151e-05,,
11793.6,7.572944741696119e-05,,
11793.65,6.656746700173244e-05,,
11793.7,2.3257374778040685e-05,,
11793.75,3.2769945391919464e-05,,
11793.8,2.98306840704754e-05,,
11793.85,2.4881897843442857e-05,,
11793.9,1.879742012533825e-05,,
11793.95,1.7356469470541924e-05,,
11794.0,2.00714057427831e-05,,
11794.05,1.9038790924241766e-05,,
11794.1,3.124261274933815e-05,,
11794.15,4.850088225794025e-05,,
11794.2,5.51962002646178e-05,,
11794.25,4.030821946798824e-05,,
11794.3,2.0894474801025353e-05,,
11794.35,1.8572174667497166e-05,,
11794.4,6.203498196555302e-05,,
11794.45,9.583344944985583e-05,,
11794.5,0.00010014004510594532,,
11794.55,9.888194472296163e-05,,
11794.6,5.357317058951594e-05,,
11794.65,4.2760337237268686e-05,,
11794.7,8.602769958088174e-05,,
11794.75,6.283982656896114e-05,,
11794.8,1.9984696336905472e-05,,
11794.85,2.518164365028497e-05,,
11794.9,7.22430195310153e-05,,
11794.95,0.0001233618095284328,,
11795.0,0.00014089835167396814,,
11795.05,0.00011323653598083183,,
11795.1,6.56102565699257e-05,,
11795.15,4.100639125681482e-05,,
11795.2,5.6487293477403e-05,,
11795.25,6.887834751978517e-05,,
11795.3,6.528139783767983e-05,,
11795.35,3.8837162719573826e-05,,
11795.4,4.5521942411141936e-06,,
11795.45,2.5723817088874057e-05,,
11795.5,5.2516803407343104e-05,,
11795.55,6.2432955019176e-05,,
11795.6,3.374022708158009e-05,,
11795.65,8.161379810189828e-06,,
11795.7,1.242230246134568e-05,,
11795.75,6.607640534639359e-05,,
11795.8,0.0001257723051821813,,
11795.85,0.0001369935489492491,,
11795.9,0.00010674398072296754,,
11795.95,0.00010907970136031508,,
11796.0,9.683883399702609e-05,,
11796.05,4.814691055798903e-05,,
11796.1,2.9706558052566834e-05,,
11796.15,4.811992766917683e-05,,
11796.2,6.393745570676401e-05,,
11796.25,7.704026938881725e-05,,
11796.3,8.371820149477571e-05,,
11796.35,9.779040556168184e-05,,
11796.4,0.00014396988262888044,,
11796.45,0.000186750155990012,,
11796.5,0.00017486937576904893,,
11796.55,0.00012184441584395245,,
11796.6,9.225818939739838e-05,,
11796.65,7.715938409091905e-05,,
11796.7,6.676666089333594e-05,,
11796.75,3.475491394056007e-05,,
11796.8,5.8304281992604956e-05,,
11796.85,4.899568375549279e-05,,
11796.9,9.148932440439239e-05,,
11796.95,0.00010691518400562927,,
11797.0,6.614740414079279e-05,,
11797.05,4.074736716574989e-05,,
11797.1,4.725620601675473e-05,,
11797.15,4.127024658373557e-05,,
11797.2,2.2757958504371345e-05,,
11797.25,0.00011575327516766265,,
11797.3,0.00018660865316633135,,
11797.35,0.0001598441886017099,,
11797.4,6.49102294119075e-05,,
11797.45,5.079414040665142e-05,,
11797.5,7.755822298349813e-05,,
11797.55,5.524495281861164e-05,,
11797.6,1.7670774468570016e-05,,
11797.65,3.749242296180455e-06,,
11797.7,1.7507774828118272e-05,,
11797.75,4.8201105528278276e-05,,
11797.8,4.04187994718086e-05,,
11797.85,3.3409291063435376e-05,,
11797.9,0.00010658325481927022,,
11797.95,0.00010946232941932976,,
11798.0,8.733471622690558e-05,,
11798.05,3.8490925362566486e-05,,
11798.1,4.17323644796852e-05,,
11798.15,4.425070801516995e-05,,
11798.2,2.757248694251757e-05,,
11798.25,8.781089854892343e-05,,
11798.3,0.0001482518418924883,,
11798.35,0.00015760184032842517,,
11798.4,0.00011710340913850814,,
11798.45,0.00010957072663586587,,
11798.5,0.00012138730380684137,,
11798.55,0.00012204023369122297,,
11798.6,0.00010535885667195544,,
11798.65,9.98692776192911e-05,,
11798.7,0.00010492077126400545,,
11798.75,0.00010020586341852322,,
11798.8,6.257487984839827e-05,,
11798.85,2.752711770881433e-05,,
11798.9,4.955561234964989e-05,,
11798.95,3.9093647501431406e-05,,
11799.0,5.543572478927672e-05,,
11799.05,0.00010162316175410524,,
11799.1,0.0001244695740751922,,
11799.15,0.00010821428440976888,,
11799.2,6.181950448080897e-05,,
11799.25,9.109418897423893e-05,,
11799.3,0.00012633872393053025,,
11799.35,0.00012611808779183775,,
11799.4,0.00011847045971080661,,
11799.45,6.911509262863547e-05,,
11799.5,3.3337688364554197e-05,,
11799.55,0.00011840647493954748,,
11799.6,0.00012888578930869699,,
11799.65,7.702391303610057e-05,,
11799.7,5.233849515207112e-05,,
11799.75,6.818401016062126e-05,,
11799.8,4.9162288632942364e-05,,
11799.85,1.643156610953156e-05,,
11799.9,5.4779244237579405e-05,,
11799.95,0.00011673125845845789,,
11800.0,0.00010114097676705569,,
11800.05,4.884502777713351e-05,,
11800.1,9.678874630481005e-05,,
11800.15,7.55953005864285e-05,,
11800.2,5.6446482631145045e-05,,
11800.25,5.1930604968219995e-05,,
11800.3,3.208639827789739e-05,,
11800.35,1.9035660443478264e-05,,
11800.4,5.346173566067591e-05,,
11800.45,6.711739115417004e-05,,
11800.5,6.266591663006693e-05,,
11800.55,7.477919280063361e-05,,
11800.6,7.612776244059205e-05,,
11800.65,2.74479989457177e-05,,
11800.7,3.922390169464052e-05,,
11800.75,4.445169906830415e-05,,
11800.8,5.001909812563099e-05,,
11800.85,9.614830923965201e-05,,
11800.9,0.00011061535042244941,,
11800.95,9.439032874070108e-05,,
