Frequency (MHz),Intensity,Center Freq,Cavity Position
11996.15,7.424414434353821e-06,12006.0,24.881855794188724
11996.2,2.0126446543144993e-05,,
11996.25,1.6719526684028096e-05,,
11996.3,5.992933438392356e-06,,
11996.35,8.733556569495704e-06,,
11996.4,2.165135992981959e-05,,
11996.45,1.9954686649725772e-05,,
11996.5,1.4409572031581774e-05,,
11996.55,2.5295925297541544e-05,,
11996.6,1.9250557670602575e-05,,
11996.65,1.4578089576389175e-05,,
11996.7,2.478325041010976e-05,,
11996.75,2.185328776249662e-05,,
11996.8,5.4238521443039645e-06,,
11996.85,1.5527193681919016e-05,,
11996.9,1.8057055058307014e-05,,
11996.95,2.116482392011676e-05,,
11997.0,3.060554445255548e-05,,
11997.05,2.594507168396376e-05,,
11997.1,1.3794168808090035e-05,,
11997.15,1.832675297919195e-05,,
11997.2,1.6291942301904783e-05,,
11997.25,2.3562115529784933e-05,,
11997.3,3.1575284083373845e-05,,
11997.35,2.0226290871505626e-05,,
11997.4,8.911038094083779e-06,,
11997.45,1.9833692931570113e-05,,
11997.5,2.782226147246547e-05,,
11997.55,5.04468334838748e-05,,
11997.6,6.06466164754238e-05,,
11997.65,4.7963549150153995e-05,,
11997.7,3.898315844708122e-05,,
11997.75,4.1397983295610175e-05,,
11997.8,3.787927926168777e-05,,
11997.85,4.019632615381852e-05,,
11997.9,4.350553354015574e-05,,
11997.95,3.210806244169362e-05,,
11998.0,4.654329677578062e-05,,
11998.05,5.5758333473932e-05,,
11998.1,4.8399200750282034e-05,,
11998.15,4.33741370216012e-05,,
11998.2,3.820103302132338e-05,,
11998.25,2.1895366444368847e-05,,
11998.3,1.5771836842759512e-05,,
11998.35,2.3115209842217155e-05,,
11998.4,2.436463546473533e-05,,
11998.45,3.279923475929536e-05,,
11998.5,2.33672144531738e-05,,
11998.55,9.612441317585763e-06,,
11998.6,3.425805698498152e-05,,
11998.65,2.655930984474253e-05,,
11998.7,4.944337888446171e-06,,
11998.75,2.2304449885268696e-05,,
11998.8,1.6806412531877868e-05,,
11998.85,2.2932979845791124e-05,,
11998.9,1.7251810277230106e-05,,
11998.95,2.226871220045723e-05,,
11999.0,3.0473504011752084e-05,,
11999.05,4.010636257589795e-05,,
11999.1,5.6636043154867366e-05,,
11999.15,7.147463475121185e-05,,
11999.2,7.607277802890167e-05,,
11999.25,6.756579387001693e-05,,
11999.3,4.104958861717023e-05,,
11999.35,9.556502845953219e-06,,
11999.4,5.597252766165184e-06,,
11999.45,2.2843827537144534e-05,,
11999.5,2.2251460904954e-05,,
11999.55,1.4509763786918484e-05,,
11999.6,4.158550291322172e-05,,
11999.65,3.4274900826858357e-05,,
11999.7,2.6382182113593444e-05,,
11999.75,3.0474084269371815e-05,,
11999.8,2.0403309463290498e-05,,
11999.85,2.4516366465832107e-05,,
11999.9,1.9868526578648016e-05,,
11999.95,3.815023592323996e-05,,
12000.0,5.4624819313175976e-05,,
12000.05,4.730207729153335e-05,,
12000.1,4.335544872446917e-05,,
12000.15,4.037897087982856e-05,,
12000.2,3.136365921818651e-05,,
12000.25,1.2036994121444877e-05,,
12000.3,2.604285691631958e-05,,
12000.35,5.792591400677338e-05,,
12000.4,6.161953206174076e-05,,
12000.45,4.521990194916725e-05,,
12000.5,5.300054544932209e-05,,
12000.55,6.123720959294587e-05,,
12000.6,6.009439312038012e-05,,
12000.65,6.522543844766915e-05,,
12000.7,6.950976239750162e-05,,
12000.75,5.048526872997172e-05,,
12000.8,2.6718682420323603e-05,,
12000.85,2.598832725198008e-05,,
12000.9,2.6809801056515425e-05,,
12000.95,1.9182873074896634e-05,,
12001.0,2.3677981516811997e-05,,
12001.05,1.2913646969536785e-05,,
12001.1,2.8090051273466088e-05,,
12001.15,5.1552171498769894e-05,,
12001.2,7.064588135108352e-05,,
12001.25,5.8216694014845416e-05,,
12001.3,6.262403621803969e-05,,
12001.35,9.977794979931787e-05,,
12001.4,9.61513287620619e-05,,
12001.45,3.721526081790216e-05,,
12001.5,7.887189713073894e-05,,
12001.55,7.900050695752725e-05,,
12001.6,3.7632533349096775e-05,,
12001.65,2.210921775258612e-05,,
12001.7,5.804943430121057e-05,,
12001.75,0.000102062156656757,,
12001.8,8.84330875123851e-05,,
12001.85,4.8926904128165916e-05,,
12001.9,1.557004543428775e-05,,
12001.95,2.56492512562545e-05,,
12002.0,6.235184264369309e-05,,
12002.05,5.7849218137562275e-05,,
12002.1,4.07825609727297e-05,,
12002.15,3.7503014027606696e-06,,
12002.2,6.501466850750148e-05,,
12002.25,7.314780668821186e-05,,
12002.3,6.752942863386124e-05,,
12002.35,6.83868711348623e-05,,
12002.4,4.4195410737302154e-05,,
12002.45,1.4404058674699627e-05,,
12002.5,3.419951826799661e-05,,
12002.55,6.433788075810298e-05,,
12002.6,7.084823300829157e-05,,
12002.65,7.866849045967683e-05,,
12002.7,8.235578570747748e-05,,
12002.75,7.509337592637166e-05,,
12002.8,8.784470264799893e-05,,
12002.85,8.274029096355662e-05,,
12002.9,5.947332101641223e-05,,
12002.95,4.1631876229075715e-05,,
12003.0,9.191261597152334e-06,,
12003.05,2.988451706187334e-05,,
12003.1,3.56138771167025e-05,,
12003.15,2.995370959979482e-05,,
12003.2,2.763586053333711e-05,,
12003.25,7.104872929630801e-05,,
12003.3,7.889833068475127e-05,,
12003.35,4.3785876187030226e-05,,
12003.4,5.136720210430212e-05,,
12003.45,3.7392248486867175e-05,,
12003.5,1.9912093193852343e-05,,
12003.55,5.564565071836114e-05,,
12003.6,4.0179216739488766e-05,,
12003.65,1.3459258298098575e-05,,
12003.7,2.6908643121714704e-05,,
12003.75,5.007177605875768e-05,,
12003.8,4.78637739433907e-05,,
12003.85,6.655715696979314e-05,,
12003.9,9.928336658049375e-05,,
12003.95,7.289207860594615e-05,,
12004.0,4.318118226365186e-05,,
12004.05,5.782216612715274e-05,,
12004.1,7.976010238053277e-05,,
12004.15,0.00010339893924538046,,
12004.2,9.656275506131351e-05,,
12004.25,8.036678627831861e-05,,
12004.3,7.5991585617885e-05,,
12004.35,6.471938831964508e-05,,
12004.4,4.71498460683506e-05,,
12004.45,7.085236575221643e-05,,
12004.5,6.86893254169263e-05,,
12004.55,5.4187494242796674e-05,,
12004.6,6.47641863906756e-05,,
12004.65,9.259422949980944e-05,,
12004.7,0.0001092941893148236,,
12004.75,9.235538163920864e-05,,
12004.8,7.881822966737673e-05,,
12004.85,9.534734999760985e-05,,
12004.9,7.497628394048661e-05,,
12004.95,4.824719508178532e-05,,
12005.0,8.226358477259055e-05,,
12005.05,5.7743502111407e-05,,
12005.1,3.915164779755287e-05,,
12005.15,7.527139678131789e-05,,
12005.2,0.00010756272240541875,,
12005.25,8.552707004128024e-05,,
12005.3,3.282581747043878e-05,,
12005.35,4.553656617645174e-05,,
12005.4,6.595644663320854e-05,,
12005.45,7.523809472331777e-05,,
12005.5,5.077179957879707e-05,,
12005.55,6.312629921012558e-06,,
12005.6,3.09621354972478e-05,,
12005.65,3.094243220402859e-05,,
12005.7,3.358801768627018e-05,,
12005.75,5.5455529945902526e-05,,
12005.8,4.908395931124687e-05,,
12005.85,3.6693869333248585e-05,,
12005.9,7.25729696569033e-05,,
12005.95,7.045097299851477e-05,,
12006.0,2.7320222216076218e-05,,
12006.05,4.7581772378180176e-05,,
12006.1,8.832574530970305e-05,,
12006.15,6.828321784269065e-05,,
12006.2,8.398687896260526e-06,,
12006.25,3.676476626424119e-05,,
12006.3,3.19162973028142e-05,,
12006.35,4.830980105907656e-05,,
12006.4,2.9715884011238813e-05,,
12006.45,1.7155063687823713e-05,,
12006.5,2.5336503313155845e-05,,
12006.55,5.929612598265521e-05,,
12006.6,5.3049348935019225e-05,,
12006.65,2.782163574011065e-05,,
12006.7,6.01689207542222e-05,,
12006.75,5.027160295867361e-05,,
12006.8,3.6118940442975145e-06,,
12006.85,4.4507483835332096e-05,,
12006.9,2.7572556064114906e-05,,
12006.95,4.163660923950374e-05,,
12007.0,9.194760059472173e-05,,
12007.05,0.00011365170212229714,,
12007.1,0.00010997580830007792,,
12007.15,0.00011388069106033072,,
12007.2,0.0001079596986528486,,
12007.25,8.153721137205139e-05,,
12007.3,7.366368663497269e-05,,
12007.35,8.404284744756296e-05,,
12007.4,3.910187297151424e-05,,
12007.45,3.6816934880334884e-05,,
12007.5,8.053729106904939e-05,,
12007.55,9.137656888924539e-05,,
12007.6,0.00010081423533847556,,
12007.65,0.00013110364670865238,,
12007.7,0.00012530095409601927,,
